assignment_id,hit_id,worker_id,condition,diversity,I am more creative than \% of humans (before),Increased use of AI computer programs in daily life makes you feel (before),How difficult was it to come up with uses for the last object?,Increased use of AI computer programs in daily life makes you feel (after),How many total objects encountered?,I am more creative than \% of humans (after),Hide Time,Page Load,Strategy for last object,Technical Issues?
3e30785237f3228f321d52fcf318807bad4e66747b8f6eea5dca4d85f0077a02,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,72949d4227466c3af954d2f76d068f458bfc1e53af4c0a3ada7f72bffbaf76f7,Generate,0.5611180088577352,65,Equally excited and concerned,Somewhat easy,Equally excited and concerned,4,61,0.0,2024-09-08T13:46:32.376Z,Just whatever came in my head using the shape of the object.,"no, everything went well"
d9064336eaf7256c5dcbccf54be3f586c6e8abcf0e4d9345d2dbe57565f5b8d5,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,d4711fe28b1d258e35aa383492c539782b632ae89ec857311dfaec3eca4cff29,Coach,0.5726476903945723,63,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,4,40,190.374,2024-09-08T13:46:39.717Z,I tried to think of things I used bottles for,No
fcc420f783f3084d69c18ebeab487b1ced5e5d0bafea0fdd61c26605b069675b,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,03d51ec360b7340d06983f55385d831ceff1c605c5088984090515d0032f7753,Coach,0.6102174653498491,25,Equally excited and concerned,Somewhat easy,Equally excited and concerned,4,25,0.0,2024-09-08T13:46:23.264Z,Just looked at the object and used my imagination!,No
d7cbba9bf7d413bf899acae11b3b8e330da20da1a0d15cace1cd7b077d7c2cf9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,0b8e5bbcd19c9fa9311d056740ed330de987146e75662f3efde3a8c60d57a070,Coach,0.6151366117337382,23,Equally excited and concerned,Somewhat easy,Equally excited and concerned,3,25,0.0,2024-09-08T13:47:19.666Z,I tried to abstract myself from the known/obvious uses. As if I was seeing the object for the first time and had no idea what it was used for.,No.
8f5d0bb89e877a4ccc58838c5bfd3649f46737288045c1b09c5b4295ed61e53e,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,41734c6f287343b741e1293a79ca2596c014db92b94cc0471f26740b8c2c1873,Generate,0.5670709971008645,85,More concerned than excited,Somewhat easy,More concerned than excited,4,85,0.0,2024-09-08T13:48:07.598Z,Just what other ways in life have I seen tyres being used. ,NO
96c667bdea50faa8cd8786aae80706c05c42ff4ea400be1e310f3302e1071ec6,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,bd2bdb85c6592b150374f669eac449df7fac8f9f5d52b9f4d89b89f424f9ed44,Absent,0.5311431451775059,75,More concerned than excited,Somewhat difficult,More concerned than excited,4,66,0.0,2024-09-08T13:48:26.436Z,I tried to think of practical yet different uses,No
3b90c65a95f9db497c4b1a056940a969d0deda8bae0fe30656e28d01654e4f98,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,e5c8c486a9d21d220382a6bcda9cdf679ab1f0d58133d0dcc8884f5dc6322f1f,Absent,0.4649916869449184,71,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,3,37,0.0,2024-09-08T13:48:41.708Z,I thought of alternate clothing uses ,no
fb059188d222f918250f5ad0c11c6678c6384ab2ba941b32974a4d81b3391b64,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,552bb67894d190042e297453b66c114ca555c85101cf0fd72646d863eb01ec18,Absent,0.6254819322060747,53,More concerned than excited,Somewhat easy,More concerned than excited,4,53,0.0,2024-09-08T13:49:05.804Z,think hard,no
7eb3c8be5212d265ad9acae46cc60a83742f0d674b700e5cf7b92ab18a84b0cd,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,a0744b0c2d1787a7f97a878e8d92b608a246112e4bffda2c1bb25d0a3624423b,Absent,0.5939471978499671,37,Equally excited and concerned,Somewhat easy,Equally excited and concerned,4,55,0.0,2024-09-08T13:48:57.008Z,"Just imagining if I didn't know what it was actually used for, what I could do with it.",no
6c1816cdc41eb98cfdcf824436bb82c2afe20cad3f603405da7ac556734bfae6,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,33e87a6666b7be70901cb685fef4b9a568ebf71c1d63af24c1911fdde4860b61,Coach,0.5239083300648925,40,Equally excited and concerned,Very difficult,More excited than concerned,4,30,61.035,2024-09-08T13:59:19.148Z,My strategy was to think of what I could use the object if I didn't have something. ,No technical issues. 
610c2c5ca452002692c884111069745515c87a84289bde9e73a0a2196b570d6b,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,f52f07bf191dc59e9e9e55aabdbbf2d8aa02cf2f3a25a4091df65ab49c97644b,Coach,0.5406563101853142,14,More concerned than excited,Somewhat difficult,More concerned than excited,4,5,0.0,2024-09-08T13:48:58.391Z,Think of what i would use the object for or if i have used them for something else in the past.,no
a64c468bdb915ba39658782bd510f593be33527273820d14fc4da24bd9af4ba5,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,6ac6a390676fb42403889c07570f77ce855edbee8f5d78e5088ffec32a48707f,Generate,0.4294795754874281,69,More excited than concerned,Somewhat difficult,More excited than concerned,4,52,0.0,2024-09-08T13:49:22.344Z,I was looking around my space and thinking of alternative uses for it,no
8d399468bd6d3297e86b4d2b8c2b0d0925d3d90130aa5762615730685ab50a6c,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,6b2cae5e4dc4716e570cf26d4e4f33cc7630b7ffa2a1022b978026f16735b5ce,Coach,0.4999632638425612,19,More excited than concerned,Somewhat difficult,More excited than concerned,4,21,245.502,2024-09-08T13:47:35.449Z,no strategy,no
fde77aa51464c4539a0458734cfe6b7d66e3810c5a51a17f9610d2874f7f3e59,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,9714f4597e42a880d32494093a150f4039d420f4124f85107d4093bbcdf9356e,Coach,0.5591898346198672,61,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,4,35,0.0,2024-09-08T13:49:57.783Z,I asked my husband for help,no
2ee8bee9e90ba6530a3d3fdb84017d40e31e2630b122885da98f5868dde54877,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,61f14d5c03a1836a1fda41db4e5cb4a0f7126a5c333297f58917ba78e6538c0a,Generate,0.6046707664125965,30,More concerned than excited,Somewhat difficult,More concerned than excited,4,15,0.0,2024-09-08T13:49:02.051Z,I tried to imagine all the ways the object could be positioned or adapted for use and then thought about how this would impact the object's normal usage.,No.
31f51bd60ee6a5ba26fbb15222355c11580629e86937b185099f5ac452854661,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,8043823830263edbf45ced3df948aee50e16cc809803ace27c54eb31b96cb7df,Generate,0.7564597584591644,62,Equally excited and concerned,Somewhat easy,Equally excited and concerned,4,70,3.365,2024-09-08T13:50:24.612Z,focused on the object and thought how i could use it. ,No
d3727ebbe3c2d413d5ec19bfa1c5eef0d88d5b888b2e2f5251f6992032b5efa0,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,45ffc7008dcf6d41a0d61ae12785eac1d066b3e2aa09aa1c7abf77879bb8d2fc,Coach,0.5892335412874201,28,Equally excited and concerned,Somewhat easy,Equally excited and concerned,4,30,0.0,2024-09-08T13:50:12.812Z,the same as the other objects just thought about it.,no
1e319306c1afed7d094fc5cb933ed2d9d45f180fd13555632af402379bb25aeb,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,d691f9d2955e833797d4214e201ea91aaef162ee625f58d86daf0f38ec6626f9,Coach,0.4594389185752408,59,Equally excited and concerned,Somewhat easy,Equally excited and concerned,4,58,0.0,2024-09-08T13:50:36.497Z,Thinking what my children would imagine them to be when playing ,No
34a34885f4a76af183030afe7e5f5ab653b6c35aa45a852e181d09527db352da,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,7b36b5d4a8e2823f6bc8fc10be5844b4c513c3f7d72b31c154d09d55e480c7a9,Coach,0.6256952799415346,18,More concerned than excited,Very easy,More concerned than excited,4,20,9.395,2024-09-08T13:50:50.841Z,simple everyday day uses,no
6e1c5ace8c7ed257803beb7cc20bf829160d0a50b7952babc4f34d12354e078a,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,33dd5ea71dbe3f23c95110c9f807930e8afb1b4625b92e948256d18ac4398436,Coach,0.6738280262936465,68,Equally excited and concerned,Somewhat easy,Equally excited and concerned,3,64,0.0,2024-09-08T13:50:43.198Z,I just thought about many ideas you can do with a table. ,No. 
433f7dc8ca258f0c5b6adeca8abd4bd7a0e0c0dd4564eac1751c712768226a2d,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,59daa741051b344b2b24e3833bfa9a887e24747318c4fdee4cb8bb0d740af1bd,Absent,0.5575435662251654,12,More concerned than excited,Somewhat difficult,More concerned than excited,3,38,0.0,2024-09-08T13:51:15.709Z,FABRIC USES AND THE SIZE OF IT,NO
7494f3a71d5cdf75115f0d9f8b3529f7c44ae85c8c7ae4642ec08c3847c48878,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,0e5143fd090944391cf2e7f7b87e0e4f07d4dbe72d5bb18f34b6da3ad1905256,Absent,0.5718941318886692,44,Equally excited and concerned,Very difficult,Equally excited and concerned,3,49,0.0,2024-09-08T13:51:24.354Z,"Thinking of anything possible, even if crazy",
0a26412d730c179e590649a85e16e75a05ac4949641b233cee55527c40e7a011,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,980b85beb1874e3c39fe8bdc337901c2e2f58539a516561b0693326d2336a6f3,Absent,0.5874584286170756,74,More concerned than excited,Somewhat difficult,More concerned than excited,4,53,22.569,2024-09-08T13:51:30.671Z,looks at them and think,no
ac71d47fd9cfbd34935d0c85e9d9341f1368f6735845dbb4c72c35c00d05bf1b,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,666791419af114b8a1fc68367314328e7731f76ea544a79e991076e5a428ef7e,Absent,0.5597301964575918,57,More concerned than excited,Somewhat difficult,More concerned than excited,4,51,5.822,2024-09-08T13:51:14.037Z,Think outside the box,none.
78e0cef8b3e36994c7751d480be3a89cc74b3a960d8f5deab4191952914c54a0,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,77aef659fdd9b171e63561c27a324ceb66086080cf3ededc8b7dc771962d00de,Coach,0.671834574691514,31,More excited than concerned,Somewhat difficult,More excited than concerned,4,37,0.0,2024-09-08T13:51:08.446Z,"Try to think out of the box, this was clearly much easier for the first three objects, the last one was quite difficult imo.",No
0325467d5dbb5ed63ba3562ec4d20f08138cc1c188bd9246ebc5ef1506619270,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,12fff4a2ba7abd9a581b143cb5d915e3b7da9d1029c6276c1240b7945589f6f8,Generate,0.5059738575299269,9,More excited than concerned,Somewhat difficult,More excited than concerned,4,6,0.0,2024-09-08T13:50:44.342Z,desperation,none
6259417ffe1ce4a4d46a9517ce9aa80d44547b346640dc8e7d31ef67aa29e491,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,e440b3f8d2c5180842d9a9a75e1751538486eba48dafb1892602afbb648088d1,Absent,0.5782094373419189,38,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,4,14,1.62,2024-09-08T13:51:44.558Z,Whatever came to mind,No
e207046ee36a3c2553b7ed67eb11317e92621e04f373266b79e0719fcaf1e059,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,29c6202e0d82bfa581d89a3c1d974409ae86c89221a3cdd9ae3fccaed922909f,Absent,,21,Equally excited and concerned,Very difficult,Equally excited and concerned,3,7,0.0,2024-09-08T13:52:16.084Z,Didn't have one,no
8efaf3b7f0ac0ac84bca817767755e81656d0ff3186909805dd1c0a26cb07e2e,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,7dc55c2912759bca34313056c3ffa6889e26dfa1c1edc0dc6ad54a4b9ec04f8f,Coach,0.5838210211573436,13,Equally excited and concerned,Very difficult,Equally excited and concerned,4,13,0.0,2024-09-08T13:54:47.576Z,Just looking around for inspiration of what they could be used for,no
63202804315bf34e5cc55d95a247f03efc4f90da967e6e561f5befc8b542e3a3,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,d611e900ac8caaa7d139446996da448c9119116e990e4803187387b324e42f2d,Coach,0.6085125513827987,91,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,3,87,0.0,2024-09-08T13:51:47.176Z,Just thought about using scissors' to make different items ,no
db9d2ee0542c4f623d01fa26a80645ceb6b8fc3b7a3b65246eff8c20363c91d3,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,555323eeec132b1d77e20362fb5487f58fc415a833c76c558a0f155fed9d372e,Coach,0.5140292300459601,38,More concerned than excited,Very difficult,More concerned than excited,4,38,0.0,2024-09-08T14:00:25.766Z,i tried to think what i would like to use the table for,no
00323e6823557e7e83d8f838b0ec6a86b663e9de74b0f906c88d51088ae008a8,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,97938bdc33f2a0a5cb2a9f5260fa0d5adf94e1aadabd67b4ae77a6eb94f11513,Coach,0.5247721189143489,20,More excited than concerned,Somewhat difficult,More excited than concerned,4,20,0.0,2024-09-08T13:51:48.086Z,i'm not sure i had a strategy. i was just trying to think of other ways of using it. I tried to remember what the AI had suggested for the previous objects.,No
997a0f8052a88dfa23c5616ef204ce44f0e7a5d1ccfe305fbd76ce42dfd75642,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,6299c072d8dab6aa5cf66660ed3a39b9ac57543dbd4c03dc01ea64153c095fc1,Generate,0.5475502801878036,37,More excited than concerned,Somewhat difficult,More excited than concerned,4,20,0.0,2024-09-08T13:51:23.556Z,Use the AI objects as a basis. Just think hard!,Objects sometimes didn't display very well.
4627caa94fed8c2bcc2c12f0abd922bf7ac29ab4064b905e1ffefb1205912cea,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5fdc31c943ca6f2f4144ced5d5991252d7dc29d8aba14f16c88ac2d62c018e27,Generate,0.4925900496856732,55,Equally excited and concerned,Somewhat easy,Equally excited and concerned,4,54,0.0,2024-09-08T13:51:47.861Z,Think of the trousers and what i could do with them,no
b32d8e6ea3a710613d3ac9b0e5a42c28e9ba0a33b95b6d0561ce84b8608d66cf,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,f6c2a0dccaeb559535831a3af1e7cc48976bea58d259f467a89fcfefac075b3e,Coach,0.5269244195152253,65,More concerned than excited,Somewhat difficult,More concerned than excited,4,65,0.0,2024-09-08T13:51:51.848Z,trying to think how we can use this item by also what I have read the AI helping me with before and combine both to come up with something as creative as possible ,no 
3bae3e3c3368e4176d4092b37da48631535bf0e4b99bf56bdc1bf58ad6a081cb,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,081a8fde93af6d9a8a834a6f08e88c903c333dd2c106b864e2e4b3e9931a9111,Generate,0.5273168181911327,76,Equally excited and concerned,Somewhat easy,Equally excited and concerned,4,75,8.024,2024-09-08T13:51:47.255Z,to create the best of the alternative use of the object.,no
76969c3705da3d83405ec5b6cd6aa5f9bdb1cc658ca8580f9d17058f1124885c,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,f9b57eea6fba496581bc10b474c803f04cd4aa02bb3ddb6acea8af7952d38b00,Coach,0.5871615061326207,70,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,4,70,0.0,2024-09-08T13:52:10.203Z,consider possible uses that are not traditional and combine them,no
71657875835e1ba2d38f731b39e6259c6b6c6e910213b7a835d4ce782e328b24,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,626be8305d2f8adb03ed2b6921f9a91a3e385ce797a928953c1a7c69ec912194,Absent,0.4549033765451024,83,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,3,90,0.0,2024-09-08T13:52:08.307Z,,
c185ec562f73544103530d0d2fac2d331008a4f8bd224a9affec81b8e5741468,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,24fad8f940fbb2d3ec523077c2b704c96a2517ffba220947418b86406d7e8487,Absent,0.5609131089510716,22,More concerned than excited,Somewhat difficult,More concerned than excited,4,20,0.0,2024-09-08T13:52:53.534Z,I just imagined what I would do with the table if nothing were a barrier / object to ideas,none
2eb6e97b2d70c7de1c0e513d96e18d2a559ecdfd0aba7f3e75f4997242598fbe,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,c6c3281158ed5047bb42138d8ee6e60cd372b16d80cb57a35ff732117646c325,Coach,0.5787790353236084,25,Equally excited and concerned,Somewhat easy,Equally excited and concerned,4,46,7.908,2024-09-08T13:53:08.841Z,things I have seen before,none
6e02d08c1bb7c6d2f8aa347438b8c9e49e0cc9dd05c91e25159b312b5a4a4100,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,052bfcaa45412bbbd9c6fc224c59dfcf445e7d4479633f93db3fb8480996d6e3,Generate,0.518167424936228,71,More concerned than excited,Somewhat easy,More concerned than excited,3,47,0.0,2024-09-08T13:52:31.229Z,coming up with ideas what come to mind than putting them down hoping to be faster than AI,no technical issues 
f4a538baeb8c2bbdff7a204ec08f0a378a23131a17f905828fc0872928b7199e,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,42d056d146d880cf61263d76aae322508f086bf9174379ece85de4ce6b56502e,Absent,0.6266334646814082,14,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,4,7,0.0,2024-09-08T13:52:39.533Z,Think about other circular items ,No
72f79f276a064a22a7bf9ffd4e8ea49ca270af73d7286ab20875f611f0263dcb,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,edc474c97c69597c483d24007ec646a38e8502940c402e1257dfb35765fde2a9,Generate,0.5508041842396405,85,More concerned than excited,Somewhat difficult,More concerned than excited,5,20,0.0,2024-09-08T13:53:16.792Z,Just looking and thinking,No
74802941e20c312ba63c1b1c6710daaf103a4ad8c0d16b62c4fdf2bd08b7affb,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,afb795a80bd40fa01bf00123131abcad0faa6923cfd4692bfa9451e907c8c0e8,Generate,0.5741387331776844,60,More concerned than excited,Somewhat difficult,More concerned than excited,4,55,0.0,2024-09-08T13:53:09.909Z,I had no strategy it was just the first things that came into my head. It was difficult to think of anything other than the intended use so more ideas became increasingly stupid,
7b8deaad9d9e52f940783c5d79ffdb0d992cfb7efbe6753e3d90bce19f78489c,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,59654de108561c78a05eacdd93b3883123322b419bc261f7382ebc58f78ff75f,Generate,0.565082962398426,35,More concerned than excited,Somewhat easy,More concerned than excited,4,25,1.562,2024-09-08T13:53:40.643Z,I work with children and use glass bottles for a variety of activities,
c13627326c3287ccc74f440976cef251e60d70b5cba6b4c2b524dff971f67981,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,04c23e2f00461b9532ee81c028a8abef093a445b7d7b40ee4fb67ed834218ac9,Coach,0.6266560504736782,18,More excited than concerned,Very difficult,More excited than concerned,4,4,0.0,2024-09-08T13:54:06.772Z,Thinking what things could go into it,No
26dccaa07a454e80c6d1371765cf35557b3ca8c7bab402957e1ea2afd202d8c3,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,072b5b591c57c6b96a87b8f05a063ee8e7b7095be47510a5b043c0b1f6d06fa0,Absent,0.5933728097151745,16,More concerned than excited,Somewhat difficult,More concerned than excited,4,16,0.0,2024-09-08T13:52:27.896Z,Tried to visualise what I could use it for to make other tasks easier,No
00a9283f89b333f33453b6f3455a7f8ff504a79def5a3c1fd8d01249d6bc937e,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,2e51953dfdce907210ef637e1a1d0b0c02ef46b00c6dbc76688bc71c0994660c,Generate,0.603870992303806,45,More concerned than excited,Somewhat easy,More excited than concerned,4,53,161.91499999999996,2024-09-08T13:52:43.951Z,using my memory ,no 
214f64f01af9ce3d1f83422034af4e9c2b8449dc1f50b02b6f9a671f2042634c,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,3b939b1234c7f0f518b8d66ac919b5ec2114afc24c07def8e6a69a4570376f9b,Generate,0.5359210869892794,87,More concerned than excited,Somewhat difficult,More concerned than excited,4,69,5.021,2024-09-08T13:54:19.602Z,I didn't have one,No
142ba9c635d1e60b07751dbf80fa68e1bddf8f4981b735dd752525bcb4604ed7,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,3b806b6a2584ffa3ec776755bb81064ea682ff5ba6278fabcaea742fa968e25f,Absent,0.5655685048246835,22,More excited than concerned,Somewhat difficult,More concerned than excited,4,34,0.0,2024-09-08T13:54:21.327Z,thinking,no
ee066412d0c9ace83aa3918d3c44eca4824a48a395e695b2ede6202598f1d390,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,dd637914409f0e9ab2786ed5e1240f42c48af1122bf206ee9c8bdc9062534e40,Coach,0.5379376262379043,100,Equally excited and concerned,Very difficult,Equally excited and concerned,3,48,0.0,2024-09-08T14:00:54.358Z,Tried to think what I would use it for around the house.,No 
c0ccaa4256d5e8dd63a2ae0acdac9e4f0ac3df13e1dc20702fec197cbbdd5a91,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,9f91a05d9a78e0fe045858717f3b22fbf9436e0e49ee53a58893238d3a269a4a,Coach,0.6657801334437108,38,More concerned than excited,Very difficult,More concerned than excited,4,10,0.0,2024-09-08T13:54:04.197Z,unsure just tried to think off top of head,no
9f8ca1350080acfd4769b37f2d005516f24988e7d35f222f51f10ee985526e98,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,d18b6094920ea28ed4aa1135b7dd98e2c43dd317ca4deb9c11ff63e3368503dd,Generate,0.6155274371178706,14,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,4,14,0.0,2024-09-08T13:54:12.326Z,just tried to think of things you could do with it,no
