assignment_id,hit_id,worker_id,start_time,condition,phase,item_order,item_name,response,response_order,originality
49f80358d90464c6df9b84d7948ee7393a18a2e126916a2748dc6a3d7fd6ca5b,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,84501f9171ab54fe5674b1205e6acf2ade290427134774daf1fd1b28a46c70dc,2024-09-08T14:33:17.424Z,Absent,Test,4,Shoe,Can use it to carry extra luggage ,4,3.0
49f80358d90464c6df9b84d7948ee7393a18a2e126916a2748dc6a3d7fd6ca5b,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,84501f9171ab54fe5674b1205e6acf2ade290427134774daf1fd1b28a46c70dc,2024-09-08T14:33:17.424Z,Absent,Test,4,Shoe,Can use it as a canvas for a painting ,5,3.0
49f80358d90464c6df9b84d7948ee7393a18a2e126916a2748dc6a3d7fd6ca5b,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,84501f9171ab54fe5674b1205e6acf2ade290427134774daf1fd1b28a46c70dc,2024-09-08T14:33:17.424Z,Absent,Test,4,Shoe,Can use it to hold engagement rings ,6,3.5
49f80358d90464c6df9b84d7948ee7393a18a2e126916a2748dc6a3d7fd6ca5b,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,84501f9171ab54fe5674b1205e6acf2ade290427134774daf1fd1b28a46c70dc,2024-09-08T14:33:17.424Z,Absent,Test,4,Shoe,Can use it as a pencil case ,7,3.0
95f9b4a8d9246ff3703dd33fb190f0f0a79ee0d6e651499ad991db6491de76af,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5a99c54b02415fe4e6e9425032ce27908842c41e4c2c62a8e634fb122cae4ac1,2024-09-08T14:34:45.487Z,Absent,Practice,1,Pants,By tying knots in the legs and using them as a windsock,0,3.5
95f9b4a8d9246ff3703dd33fb190f0f0a79ee0d6e651499ad991db6491de76af,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5a99c54b02415fe4e6e9425032ce27908842c41e4c2c62a8e634fb122cae4ac1,2024-09-08T14:34:45.487Z,Absent,Practice,1,Pants,Adorn them with ribbons and bows and make them into fancy dress,1,2.8
95f9b4a8d9246ff3703dd33fb190f0f0a79ee0d6e651499ad991db6491de76af,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5a99c54b02415fe4e6e9425032ce27908842c41e4c2c62a8e634fb122cae4ac1,2024-09-08T14:34:45.487Z,Absent,Practice,1,Pants,Cut the legs off and stitch them back together to make a long tunnel for a cat toy,2,4.0
95f9b4a8d9246ff3703dd33fb190f0f0a79ee0d6e651499ad991db6491de76af,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5a99c54b02415fe4e6e9425032ce27908842c41e4c2c62a8e634fb122cae4ac1,2024-09-08T14:34:45.487Z,Absent,Practice,1,Pants,Hang them on the wall outside and put nuts in the pockets and make an interesting bird feeder,3,4.0
95f9b4a8d9246ff3703dd33fb190f0f0a79ee0d6e651499ad991db6491de76af,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5a99c54b02415fe4e6e9425032ce27908842c41e4c2c62a8e634fb122cae4ac1,2024-09-08T14:34:45.487Z,Absent,Practice,2,Table,Turn it upside down and you have a pretend boat/bus/car,0,3.2
95f9b4a8d9246ff3703dd33fb190f0f0a79ee0d6e651499ad991db6491de76af,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5a99c54b02415fe4e6e9425032ce27908842c41e4c2c62a8e634fb122cae4ac1,2024-09-08T14:34:45.487Z,Absent,Practice,2,Table,Stand on it to make a speech,1,3.0
95f9b4a8d9246ff3703dd33fb190f0f0a79ee0d6e651499ad991db6491de76af,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5a99c54b02415fe4e6e9425032ce27908842c41e4c2c62a8e634fb122cae4ac1,2024-09-08T14:34:45.487Z,Absent,Practice,2,Table,As an elevated dance floor,2,3.5
95f9b4a8d9246ff3703dd33fb190f0f0a79ee0d6e651499ad991db6491de76af,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5a99c54b02415fe4e6e9425032ce27908842c41e4c2c62a8e634fb122cae4ac1,2024-09-08T14:34:45.487Z,Absent,Practice,2,Table,A plant stand,3,2.0
95f9b4a8d9246ff3703dd33fb190f0f0a79ee0d6e651499ad991db6491de76af,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5a99c54b02415fe4e6e9425032ce27908842c41e4c2c62a8e634fb122cae4ac1,2024-09-08T14:34:45.487Z,Absent,Practice,2,Table,On its side it makes a good battering ram,4,3.0
95f9b4a8d9246ff3703dd33fb190f0f0a79ee0d6e651499ad991db6491de76af,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5a99c54b02415fe4e6e9425032ce27908842c41e4c2c62a8e634fb122cae4ac1,2024-09-08T14:34:45.487Z,Absent,Practice,2,Table,It can make an excellent doorstop ,5,2.0
95f9b4a8d9246ff3703dd33fb190f0f0a79ee0d6e651499ad991db6491de76af,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5a99c54b02415fe4e6e9425032ce27908842c41e4c2c62a8e634fb122cae4ac1,2024-09-08T14:34:45.487Z,Absent,Practice,2,Table,As a table -top market stall,6,3.0
95f9b4a8d9246ff3703dd33fb190f0f0a79ee0d6e651499ad991db6491de76af,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5a99c54b02415fe4e6e9425032ce27908842c41e4c2c62a8e634fb122cae4ac1,2024-09-08T14:34:45.487Z,Absent,Practice,3,Shoe,Stitch a face on it and make it into a glove puppet,0,3.5
95f9b4a8d9246ff3703dd33fb190f0f0a79ee0d6e651499ad991db6491de76af,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5a99c54b02415fe4e6e9425032ce27908842c41e4c2c62a8e634fb122cae4ac1,2024-09-08T14:34:45.487Z,Absent,Practice,3,Shoe,Put it upside down on top of a garden stake to stop you putting your eyes out on the stake,1,3.2
95f9b4a8d9246ff3703dd33fb190f0f0a79ee0d6e651499ad991db6491de76af,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5a99c54b02415fe4e6e9425032ce27908842c41e4c2c62a8e634fb122cae4ac1,2024-09-08T14:34:45.487Z,Absent,Practice,3,Shoe,Untie the laces and you have an instant torniquet for emergencies,2,3.0
95f9b4a8d9246ff3703dd33fb190f0f0a79ee0d6e651499ad991db6491de76af,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5a99c54b02415fe4e6e9425032ce27908842c41e4c2c62a8e634fb122cae4ac1,2024-09-08T14:34:45.487Z,Absent,Practice,3,Shoe,Fill it with straw and you have a perfect bed for a mouse or small kitten,3,3.8
95f9b4a8d9246ff3703dd33fb190f0f0a79ee0d6e651499ad991db6491de76af,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5a99c54b02415fe4e6e9425032ce27908842c41e4c2c62a8e634fb122cae4ac1,2024-09-08T14:34:45.487Z,Absent,Practice,3,Shoe,Cat toy,4,3.0
95f9b4a8d9246ff3703dd33fb190f0f0a79ee0d6e651499ad991db6491de76af,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5a99c54b02415fe4e6e9425032ce27908842c41e4c2c62a8e634fb122cae4ac1,2024-09-08T14:34:45.487Z,Absent,Test,4,Tire,"As a piece of gym equipment to lift, jump over, roll, etc.",0,3.5
95f9b4a8d9246ff3703dd33fb190f0f0a79ee0d6e651499ad991db6491de76af,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5a99c54b02415fe4e6e9425032ce27908842c41e4c2c62a8e634fb122cae4ac1,2024-09-08T14:34:45.487Z,Absent,Test,4,Tire,To use as a bumper on the side of a boat,1,3.5
95f9b4a8d9246ff3703dd33fb190f0f0a79ee0d6e651499ad991db6491de76af,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5a99c54b02415fe4e6e9425032ce27908842c41e4c2c62a8e634fb122cae4ac1,2024-09-08T14:34:45.487Z,Absent,Test,4,Tire,to use as a float in the water,2,3.2
95f9b4a8d9246ff3703dd33fb190f0f0a79ee0d6e651499ad991db6491de76af,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5a99c54b02415fe4e6e9425032ce27908842c41e4c2c62a8e634fb122cae4ac1,2024-09-08T14:34:45.487Z,Absent,Test,4,Tire,Paint the edges and make a dramatic artistic work by rolling the tyre around,3,3.2
596cf9e517697fc0f6c16b324b252e889858913645e2b02719313c0d0ec94fa8,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,d0579a46c15a8a7bab0d9745882c6757ad5f7e0cff7ae1fcf7ba1a6339111dec,2024-09-08T14:30:10.773Z,Generate,Practice,1,Shoe,Door stop,0,2.0
596cf9e517697fc0f6c16b324b252e889858913645e2b02719313c0d0ec94fa8,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,d0579a46c15a8a7bab0d9745882c6757ad5f7e0cff7ae1fcf7ba1a6339111dec,2024-09-08T14:30:10.773Z,Generate,Practice,1,Shoe,Object to play catch with,1,3.0
596cf9e517697fc0f6c16b324b252e889858913645e2b02719313c0d0ec94fa8,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,d0579a46c15a8a7bab0d9745882c6757ad5f7e0cff7ae1fcf7ba1a6339111dec,2024-09-08T14:30:10.773Z,Generate,Practice,2,Pants,Cut them into shorts,1,2.0
596cf9e517697fc0f6c16b324b252e889858913645e2b02719313c0d0ec94fa8,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,d0579a46c15a8a7bab0d9745882c6757ad5f7e0cff7ae1fcf7ba1a6339111dec,2024-09-08T14:30:10.773Z,Generate,Practice,2,Pants,Cut into rags for dirty tasks,2,2.0
596cf9e517697fc0f6c16b324b252e889858913645e2b02719313c0d0ec94fa8,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,d0579a46c15a8a7bab0d9745882c6757ad5f7e0cff7ae1fcf7ba1a6339111dec,2024-09-08T14:30:10.773Z,Generate,Practice,2,Pants,Make pot holders out of them,3,3.0
596cf9e517697fc0f6c16b324b252e889858913645e2b02719313c0d0ec94fa8,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,d0579a46c15a8a7bab0d9745882c6757ad5f7e0cff7ae1fcf7ba1a6339111dec,2024-09-08T14:30:10.773Z,Generate,Practice,3,Tire,Make a small table by using it as a base,0,2.5
596cf9e517697fc0f6c16b324b252e889858913645e2b02719313c0d0ec94fa8,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,d0579a46c15a8a7bab0d9745882c6757ad5f7e0cff7ae1fcf7ba1a6339111dec,2024-09-08T14:30:10.773Z,Generate,Practice,3,Tire,Use as a seat outdoors by a campfire,1,2.0
596cf9e517697fc0f6c16b324b252e889858913645e2b02719313c0d0ec94fa8,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,d0579a46c15a8a7bab0d9745882c6757ad5f7e0cff7ae1fcf7ba1a6339111dec,2024-09-08T14:30:10.773Z,Generate,Test,4,Table,Use it to hang laundry on,0,3.0
596cf9e517697fc0f6c16b324b252e889858913645e2b02719313c0d0ec94fa8,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,d0579a46c15a8a7bab0d9745882c6757ad5f7e0cff7ae1fcf7ba1a6339111dec,2024-09-08T14:30:10.773Z,Generate,Test,4,Table,Turn it into an art project with wood burning,1,3.5
596cf9e517697fc0f6c16b324b252e889858913645e2b02719313c0d0ec94fa8,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,d0579a46c15a8a7bab0d9745882c6757ad5f7e0cff7ae1fcf7ba1a6339111dec,2024-09-08T14:30:10.773Z,Generate,Test,4,Table,Cut it up into firewood,2,2.5
be54efaf812d6397a4567ebdf4807bb09cd69b210c76dbe131c2d0b0f470bfbe,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,e77bca1f005dab7ca45825901953d70c7b34c53a47c63a42f7984b92d4bf8c02,2024-09-08T13:45:20.539Z,Absent,Practice,1,Shoe,change it to a necklace,0,3.0
be54efaf812d6397a4567ebdf4807bb09cd69b210c76dbe131c2d0b0f470bfbe,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,e77bca1f005dab7ca45825901953d70c7b34c53a47c63a42f7984b92d4bf8c02,2024-09-08T13:45:20.539Z,Absent,Practice,1,Shoe,make it into a pencil case ,1,3.0
be54efaf812d6397a4567ebdf4807bb09cd69b210c76dbe131c2d0b0f470bfbe,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,e77bca1f005dab7ca45825901953d70c7b34c53a47c63a42f7984b92d4bf8c02,2024-09-08T13:45:20.539Z,Absent,Practice,1,Shoe,use as a storage thing,2,2.0
be54efaf812d6397a4567ebdf4807bb09cd69b210c76dbe131c2d0b0f470bfbe,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,e77bca1f005dab7ca45825901953d70c7b34c53a47c63a42f7984b92d4bf8c02,2024-09-08T13:45:20.539Z,Absent,Practice,2,Tire,take out metal and use as a wall decoration,0,3.5
be54efaf812d6397a4567ebdf4807bb09cd69b210c76dbe131c2d0b0f470bfbe,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,e77bca1f005dab7ca45825901953d70c7b34c53a47c63a42f7984b92d4bf8c02,2024-09-08T13:45:20.539Z,Absent,Practice,2,Tire,turn into a water fountain,1,4.0
be54efaf812d6397a4567ebdf4807bb09cd69b210c76dbe131c2d0b0f470bfbe,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,e77bca1f005dab7ca45825901953d70c7b34c53a47c63a42f7984b92d4bf8c02,2024-09-08T13:45:20.539Z,Absent,Practice,3,Table,turn into a boat,0,3.5
be54efaf812d6397a4567ebdf4807bb09cd69b210c76dbe131c2d0b0f470bfbe,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,e77bca1f005dab7ca45825901953d70c7b34c53a47c63a42f7984b92d4bf8c02,2024-09-08T13:45:20.539Z,Absent,Practice,3,Table,a large shelf,1,1.7
be54efaf812d6397a4567ebdf4807bb09cd69b210c76dbe131c2d0b0f470bfbe,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,e77bca1f005dab7ca45825901953d70c7b34c53a47c63a42f7984b92d4bf8c02,2024-09-08T13:45:20.539Z,Absent,Practice,3,Table,make a pet house,2,3.0
be54efaf812d6397a4567ebdf4807bb09cd69b210c76dbe131c2d0b0f470bfbe,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,e77bca1f005dab7ca45825901953d70c7b34c53a47c63a42f7984b92d4bf8c02,2024-09-08T13:45:20.539Z,Absent,Practice,3,Table,cut legs and make a sofa chair,3,2.5
be54efaf812d6397a4567ebdf4807bb09cd69b210c76dbe131c2d0b0f470bfbe,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,e77bca1f005dab7ca45825901953d70c7b34c53a47c63a42f7984b92d4bf8c02,2024-09-08T13:45:20.539Z,Absent,Test,4,Bottle,vase,0,2.0
be54efaf812d6397a4567ebdf4807bb09cd69b210c76dbe131c2d0b0f470bfbe,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,e77bca1f005dab7ca45825901953d70c7b34c53a47c63a42f7984b92d4bf8c02,2024-09-08T13:45:20.539Z,Absent,Test,4,Bottle,door handle,1,3.0
d10adc0bea89b6dd2c1bbd792853b61fb0b751caf707f9714a2e27505a963d7e,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,57067661b015747a570cca8caf53d57abe31f9697f6b8e7ffb2f5755fb6a6ba2,2024-09-08T13:44:55.877Z,Absent,Practice,1,Pants,a flag,0,3.0
d10adc0bea89b6dd2c1bbd792853b61fb0b751caf707f9714a2e27505a963d7e,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,57067661b015747a570cca8caf53d57abe31f9697f6b8e7ffb2f5755fb6a6ba2,2024-09-08T13:44:55.877Z,Absent,Practice,1,Pants,a towel,1,3.0
d10adc0bea89b6dd2c1bbd792853b61fb0b751caf707f9714a2e27505a963d7e,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,57067661b015747a570cca8caf53d57abe31f9697f6b8e7ffb2f5755fb6a6ba2,2024-09-08T13:44:55.877Z,Absent,Practice,1,Pants,building a den,2,3.0
d10adc0bea89b6dd2c1bbd792853b61fb0b751caf707f9714a2e27505a963d7e,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,57067661b015747a570cca8caf53d57abe31f9697f6b8e7ffb2f5755fb6a6ba2,2024-09-08T13:44:55.877Z,Absent,Practice,1,Pants,creating a new outfit,3,1.7
d10adc0bea89b6dd2c1bbd792853b61fb0b751caf707f9714a2e27505a963d7e,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,57067661b015747a570cca8caf53d57abe31f9697f6b8e7ffb2f5755fb6a6ba2,2024-09-08T13:44:55.877Z,Absent,Practice,1,Pants,cutting up and using as cloths,4,2.0
d10adc0bea89b6dd2c1bbd792853b61fb0b751caf707f9714a2e27505a963d7e,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,57067661b015747a570cca8caf53d57abe31f9697f6b8e7ffb2f5755fb6a6ba2,2024-09-08T13:44:55.877Z,Absent,Practice,1,Pants,turning into a scarf,5,2.5
d10adc0bea89b6dd2c1bbd792853b61fb0b751caf707f9714a2e27505a963d7e,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,57067661b015747a570cca8caf53d57abe31f9697f6b8e7ffb2f5755fb6a6ba2,2024-09-08T13:44:55.877Z,Absent,Practice,1,Pants,shorts,6,1.8
d10adc0bea89b6dd2c1bbd792853b61fb0b751caf707f9714a2e27505a963d7e,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,57067661b015747a570cca8caf53d57abe31f9697f6b8e7ffb2f5755fb6a6ba2,2024-09-08T13:44:55.877Z,Absent,Practice,1,Pants,repurposing into a bag,7,2.5
